image_name,class,x0,y0,c0,x1,y1,c1,x2,y2,c2,x3,y3,c3,x4,y4,c4,x5,y5,c5,x6,y6,c6,x7,y7,c7,x8,y8,c8,x9,y9,c9,x10,y10,c10,x11,y11,c11,x12,y12,c12,x13,y13,c13,x14,y14,c14,x15,y15,c15,x16,y16,c16,x17,y17,c17,x18,y18,c18,x19,y19,c19,x20,y20,c20,x21,y21,c21,x22,y22,c22,x23,y23,c23,x24,y24,c24,x25,y25,c25,x26,y26,c26,x27,y27,c27,x28,y28,c28,x29,y29,c29,x30,y30,c30,x31,y31,c31,x32,y32,c32,x33,y33,c33,x34,y34,c34,x35,y35,c35,x36,y36,c36,x37,y37,c37,x38,y38,c38,x39,y39,c39,x40,y40,c40,x41,y41,c41,x42,y42,c42,x43,y43,c43,x44,y44,c44,x45,y45,c45,x46,y46,c46,x47,y47,c47,x48,y48,c48,x49,y49,c49,x50,y50,c50,x51,y51,c51,x52,y52,c52,x53,y53,c53,x54,y54,c54,x55,y55,c55,x56,y56,c56,x57,y57,c57,x58,y58,c58,x59,y59,c59,x60,y60,c60,x61,y61,c61,x62,y62,c62,x63,y63,c63,x64,y64,c64,x65,y65,c65,x66,y66,c66,x67,y67,c67,x68,y68,c68,x69,y69,c69,x70,y70,c70,x71,y71,c71,x72,y72,c72,x73,y73,c73,x74,y74,c74
03813.jpg,0,66.425,50.6275,0.483948,102.043,52.601,0.48693,117.868,49.2921,0.485703,0,0,0,0,0,0,87.5464,55.9045,0.334656,54.5705,77.6369,0.596449,35.4688,50.6381,0.606194,119.856,119.186,0.498274,133.042,119.845,0.428027,135.683,170.626,0.588753,191.05,198.312,0.469421,108.634,118.512,0.488624,55.8919,150.836,0.627132,47.973,210.179,0.370997,0,0,0,68.4108,43.997,0.608921,0,0,0,84.897,39.3903,0.400633,23.5722,222.049,0.064249,25.5576,224.037,0.0606122,49.2875,217.431,0.154149,179.853,217.434,0.284152,179.185,215.458,0.246704,198.316,198.296,0.331743
01464.jpg,0,0,0,0,78.4274,93.685,0.0790821,0,0,0,0,0,0,0,0,0,96.9035,87.2609,0.129582,150.728,88.0879,0.494173,172.422,67.9656,0.570274,75.2167,141.091,0.281192,60.7607,142.694,0.265016,61.5839,210.176,0.562938,16.5704,249.529,0.520996,92.8801,139.489,0.278242,133.073,191.706,0.579266,132.258,259.181,0.614388,0,0,0,0,0,0,0,0,0,0,0,0,157.14,272.822,0.62989,157.952,268.827,0.611434,125.014,266.427,0.483797,28.5919,278.467,0.379869,22.17,275.255,0.286498,10.1287,248.757,0.352667
01825.jpg,0,0,0,0,156.423,36.2043,0.152673,169.51,36.8023,0.113079,0,0,0,0,0,0,146.301,35.0098,0.123598,0,0,0,0,0,0,114.168,78.4662,0.353454,127.256,77.8575,0.290958,143.924,118.326,0.318904,158.799,146.897,0.116441,102.271,81.4335,0.345077,121.318,121.892,0.340008,136.78,133.806,0.165549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.18,134.395,0.109243,0,0,0,0,0,0,0,0,0
00810.jpg,0,0,0,0,115.806,47.7053,0.136987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.272,132.83,0.280834,90.2593,130.503,0.270969,77.9092,204.799,0.496883,15.2158,238.083,0.247434,125.088,132.817,0.279891,180.813,175.392,0.461039,193.959,240.392,0.305687,0,0,0,0,0,0,0,0,0,0,0,0,222.591,262.814,0.140145,224.141,258.952,0.124716,184.671,248.9,0.190836,0,0,0,0,0,0,9.01597,237.303,0.172541
02722.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.2299,92.2267,0.193618,81.5124,88.896,0.314778,80.8567,159.193,0.48284,23.9372,200.035,0.367881,111.65,93.5652,0.134644,168.545,124.357,0.289661,165.878,197.361,0.0800742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2744,216.103,0.0904075,21.2547,212.771,0.0994722,18.5632,200.711,0.205326
01676.jpg,0,0,0,0,33.6516,62.185,0.397071,29.0456,61.4302,0.609901,34.4047,77.5827,0.566934,51.3932,83.7689,0.242193,35.9727,61.4273,0.293284,41.3789,78.3988,0.0719913,57.5432,89.977,0.0563489,33.6245,96.9063,0.398044,32.1056,96.9046,0.43046,26.7281,120.005,0.339755,10.5195,134.677,0.453381,34.4473,96.9052,0.332926,28.2679,120.001,0.205432,14.3682,133.914,0.168003,0,0,0,0,0,0,43.6923,46.745,0.185542,0,0,0,14.3791,148.554,0.0870444,0,0,0,8.96064,133.897,0.0973607,12.0693,148.549,0.39646,9.7495,146.23,0.398187,8.19034,134.684,0.383566
00805.jpg,0,0,0,0,40.5271,74.6758,0.0552254,0,0,0,0,0,0,0,0,0,53.881,77.8808,0.068762,0,0,0,0,0,0,38.9212,88.0139,0.201293,29.8481,87.491,0.282796,26.6367,127.511,0.509093,10.1064,169.137,0.397547,50.1293,86.9567,0.121033,74.6857,117.364,0.146289,87.4877,162.728,0.278969,0,0,0,0,0,0,0,0,0,0,0,0,92.82,176.592,0.31015,96.014,173.937,0.321522,84.8124,166.47,0.141376,14.3623,182.485,0.367854,8.49865,181.396,0.326586,7.438,170.207,0.206638
00478.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5328,129.607,0.218206,42.4881,130.403,0.183595,43.2666,206.484,0.486181,10.0272,257.184,0.534848,74.9721,128.824,0.188788,121.705,186.648,0.379806,130.394,245.289,0.462215,0,0,0,0,0,0,0,0,0,0,0,0,154.946,261.914,0.478728,154.979,258.727,0.421642,125.645,251.617,0.31548,34.5811,268.216,0.503193,29.0391,269.028,0.458041,0,0,0
00650.jpg,0,116.934,45.3373,0.0682073,87.8068,57.922,0.109821,68.9278,54.7616,0.117043,0,0,0,0,0,0,106.686,61.8515,0.0903048,0,0,0,0,0,0,80.732,124.768,0.408276,66.5445,125.549,0.410153,74.432,197.916,0.607463,22.5178,228.601,0.429469,98.0089,123.213,0.425696,139.706,168.04,0.610225,135.787,230.946,0.649056,0,0,0,0,0,0,0,0,0,0,0,0,153.885,247.456,0.64644,154.694,243.527,0.594676,129.477,236.469,0.423046,34.2991,256.117,0.580187,28.8015,255.328,0.515689,13.8693,227.801,0.391306
02949.jpg,0,0,0,0,130.105,43.9443,0.0747029,119.238,43.9513,0.0676406,136.606,101.884,0.189369,171.36,102.589,0.133639,143.863,43.9406,0.053484,0,0,0,0,0,0,91.7321,104.762,0.401261,77.2536,101.145,0.415118,81.5921,169.199,0.468547,25.1109,215.539,0.282816,108.38,106.931,0.401333,164.117,140.966,0.603182,158.343,213.371,0.257857,0,0,0,0,0,0,0,0,0,0,0,0,140.967,229.305,0.0846932,143.869,230.751,0.0693265,159.064,218.434,0.0987032,13.5229,217.712,0.090231,0,0,0,20.0452,216.999,0.150548
